property,synsetId,synsetName,mean,normVar,n,minValue,maxValue
Volume,n04380916,table_saw,48.34,0.57,7.0,35.77033533,57.5004215
Volume,n04383130,tack,101.85,0.53,6.0,67.40229703,116.8306482
Volume,n04390577,tank_top,0.31,0.7,17.0,0.156935034,0.415584333
Volume,n04392764,tape_drive,2.97,1.09,11.0,1.006525775,3.179635733
Volume,n04392985,tape_player,1.58,1.08,11.0,0.178819393,2.619869611
Volume,n04396808,tea_bag,1436.82,1.67,13.0,119.8263058,1152.176017
Volume,n04396902,tea_ball,0.16,0.61,12.0,0.077786781,0.240884693
Volume,n04397168,tea_chest,1.93,1.36,10.0,0.69477259,1.772270347
Volume,n04398951,tea_table,32.44,0.52,4.0,21.85713853,37.98700546
Volume,n04399046,tea_tray,1.7,1.27,9.0,0.438311601,2.006493109
Volume,n04397261,teaching_aid,0.31,0.98,7.0,0.048571419,0.605913854
Volume,n04398688,teaspoon,0.79,1.89,8.0,0.057231482,0.590908974
Volume,n04399846,tee_hinge,1.67,2.29,10.0,0.126729919,0.738026639
Volume,n04399537,tee,422.17,0.57,4.0,284.5874763,442.6916298
Volume,n04402342,telephone_plug,0.09,0.82,8.0,0.028835222,0.111421712
Volume,n04402580,telephone_receiver,0.47,0.41,7.0,0.365960966,0.600960383
Volume,n04403413,telephoto_lens,1.13,2.09,13.0,0.0742857,0.54900332
Volume,n04404997,television_camera,2.13,1.15,3.0,0.396396025,3.025724509
Volume,n04409515,tennis_ball,1.64,1.15,14.0,0.325714221,1.656817853
Volume,n04411264,tent,90.54,2.9,10.0,2.075252199,4.474566213
Volume,n04426316,thong,0.1,0.83,12.0,0.039324668,0.151675295
Volume,n04434207,tie_rack,0.53,0.94,14.0,0.141774864,0.804585879
Volume,n04437276,time_clock,1.37,0.84,16.0,0.500530572,1.83624206
Volume,n04438304,timer,0.21,0.75,13.0,0.033934084,0.375990185
Volume,n04438897,tin,0.34,0.93,4.0,0.067438136,0.522908987
Volume,n04446844,toilet_bag,2.72,1.81,10.0,0.825298538,1.218140992
Volume,n04447028,toilet_bowl,74.6,0.56,2.0,53.56275995,95.63201568
Volume,n04448361,token,0.09,0.95,3.0,0.029212115,0.120017292
Volume,n04452528,tool_bag,4.39,0.76,18.0,2.08333292,5.504901506
Volume,n04456115,torch,0.48,1.14,8.0,0.174774857,0.513225007
Volume,n04458843,touch_screen,5.47,0.57,6.0,3.808440804,8.04824827
Volume,n04462011,toy_box,46.9,0.6,11.0,37.2130554,56.77995357
Volume,n04475631,travel_iron,0.71,0.55,12.0,0.394577844,0.913684884
Volume,n04480853,triangle,0.63,2.06,9.0,0.138528111,0.277056222
Volume,n06592421,tribute_album,0.06,0.25,8.0,0.053715087,0.062229425
Volume,n04488202,trophy_case,43.0,0.97,6.0,9.068777423,80.49166424
Volume,n04493381,tub,22.45,0.51,11.0,18.239715,23.81547147
Volume,n04503413,twin_bed,271.07,0.69,9.0,168.1817848,479.9999049
Volume,n04507155,umbrella,12.16,2.77,14.0,0.559857032,6.621210809
Volume,n04517823,vacuum,14.42,0.54,14.0,9.71243314,20.52078112
Volume,n04519536,valve,0.02,0.0,1.0,0.024541579,0.024541579
Volume,n04519153,valve,0.35,2.22,8.0,0.014772971,0.13701296
Volume,n04522168,vase,0.12,0.57,3.0,0.077964218,0.162379786
Volume,n04534127,video_recording,1.16,0.71,7.0,0.671515018,1.511592774
Volume,n04536866,violin,7.83,0.56,10.0,7.293829723,9.969543479
Volume,n04543509,wagon,53.43,0.95,14.0,15.39384056,73.26246159
Volume,n04545305,walker,51.86,0.84,4.0,13.55952112,81.10201737
Volume,n04546081,walking_shoe,1.51,0.93,15.0,0.004329003,1.977661946
Volume,n04546194,walking_stick,1.17,0.9,17.0,0.44264612,1.402597125
Volume,n04548280,wall_clock,1.23,0.69,13.0,0.696022589,1.696969361
Volume,n04554871,washer,417.17,0.15,2.0,386.1069854,448.239144
Volume,n04556408,watch_cap,12821.41,0.56,10.0,7489.144114,17374.81434
Volume,n04556533,watch_case,2.0,0.53,17.0,1.456666378,3.182470278
Volume,n04556664,watch_glass,0.37,0.65,3.0,0.216391732,0.510389509
Volume,n04557522,water_bed,115.5,0.88,4.0,21.5432782,206.1817773
Volume,n04557648,water_bottle,0.42,0.18,12.0,0.385422002,0.451704456
Volume,n04559620,water_filter,1.8,1.06,14.0,0.402649271,2.718702909
Volume,n04559910,water_glass,1.39,0.79,6.0,0.540193451,1.662112225
Volume,n04560619,water_jacket,7.17,0.9,3.0,2.635762465,9.792772951
Volume,n04562262,water_ski,16.04,0.81,6.0,6.137444671,26.519735
Volume,n04563560,water_wings,1.45,1.16,11.0,0.194560567,2.181817749
Volume,n04560292,watering_can,8.48,0.69,13.0,3.994804403,11.42856916
Volume,n04569063,webcam,0.34,0.68,14.0,0.155027342,0.602385162
Volume,n04569822,wedge,1.4,0.0,1.0,1.402597125,1.402597125
Volume,n04577769,whip,1.82,1.09,7.0,0.177727238,3.179220149
Volume,n04579432,whistle,0.05,0.94,12.0,0.006104571,0.095335479
Volume,n04586932,wind_instrument,0.11,0.68,4.0,0.060606076,0.122424218
Volume,n04589190,window_blind,6.04,1.23,12.0,0.518668728,8.840041538
Volume,n04589434,window_envelope,0.28,2.67,9.0,0.003628051,0.01725649
Volume,n04589890,window_screen,3.5,1.22,13.0,1.233765989,4.160931643
Volume,n04591713,wine_bottle,3.97,1.29,3.0,0.342451231,5.800969629
Volume,n04593524,wing_tip,2.39,0.09,9.0,2.342640228,2.472726783
Volume,n04593866,wiper,0.33,0.47,12.0,0.250223706,0.377540107
Volume,n04597066,wood,0.86,1.23,7.0,0.073212107,1.168393708
Volume,n04600486,workbench,27.19,0.81,5.0,6.761903422,49.45453565
Volume,n04603399,workstation,56.08,1.17,8.0,10.78484072,62.54165427
Volume,n04608329,writing_desk,78.4,0.33,6.0,60.62661136,84.79176079
Volume,n04608567,writing_implement,0.13,1.32,6.0,0.027299566,0.103308075
Volume,n03788047,mosaic,8.24,1.0,2.0,4.119959303,12.35816608
Volume,n04306080,station,6778020000000.0,2.35438734,10.0,-1.0,-1.0
Volume,n02913152,building,10799677678.0,0.0,1.0,-1.0,-1.0
Volume,n04266162,space_station,160154.275,0.570085308,4.0,-1.0,-1.0
Volume,n03287733,engine,1.052307815,0.414286738,99.0,-1.0,-1.0
Volume,n02947212,canal,401550686.0,0.967196085,6.0,-1.0,-1.0
Volume,n03956922,plant,100385000000000.0,0.0,1.0,-1.0,-1.0
Volume,n03160309,dam,1.61e+17,12.88708784,192.0,-1.0,-1.0
Volume,n03125870,craft,21050.10553,0.449732953,6.0,-1.0,-1.0
property,synsetId,synsetName,mean,normVar,n,minValue,maxValue
Length,n03778817,module,0.29,0.44,4.0,0.212500007,0.41041668
Length,n04003856,print,2.17,0.38,2.0,1.750000056,2.583333416
Length,n04565375,weapon,0.63,0.48,3.0,0.422083347,0.770833358
Length,n03578656,interface,0.8,0.48,9.0,0.562500018,0.83333336
Length,n02953673,canvas,1.38,0.4,6.0,0.916666696,1.916666728
Length,n03744276,memory,0.69,0.33,4.0,0.562500018,0.716458356
Length,n06275353,wireless,0.5,0.65,5.0,0.283333342,0.812500026
Length,n04568713,web,0.83,0.21,4.0,0.658333354,1.000000032
Length,n04435180,tile,0.91,0.25,7.0,1.000000032,1.000000032
Length,n03868406,oxford,1.08,0.1,11.0,1.016666699,1.150000037
Length,n02871824,boom,1.33,1.03,3.0,0.362500012,1.874166727
Length,n04598582,woodwind,0.08,0.0,1.0,0.083333336,0.083333336
Length,n02727825,apparatus,1.41,0.47,3.0,0.941666697,1.67916672
Length,n02840619,binding,0.61,0.62,8.0,0.277708342,0.971666698
Length,n02710044,andiron,0.73,0.06,4.0,0.71354169,0.760416691
Length,n03438661,glass,0.93,0.74,3.0,0.552083351,1.387500044
Length,n03613294,key,0.44,0.25,6.0,0.381250012,0.500000016
Length,n02849154,blanket,1.94,0.77,7.0,1.062500034,2.479166746
Length,n03431243,gear,0.11,0.0,1.0,0.11166667,0.11166667
Length,n03413828,game,0.29,0.77,6.0,0.147500005,0.481875015
Length,n04108268,rope,10.73,2.77,10.0,0.741250024,1.0416667
Length,n02802426,basketball,1.05,0.31,3.0,0.82083336,1.171250037
Length,n04284002,spoon,0.4,0.47,7.0,0.30625001,0.526250017
Length,n02694426,alarm,0.53,0.21,2.0,0.470833348,0.579166685
Length,n03284308,empty,0.39,0.38,4.0,0.335416677,0.456250015
Length,n04461879,toy,0.68,0.57,16.0,0.41479168,0.933333363
Length,n02873520,boot,0.61,0.63,3.0,0.41666668,0.875000028
Length,n04200000,shoe,0.68,0.54,6.0,0.395833346,0.954166697
Length,n03940894,pin,0.43,0.03,2.0,0.42291668,0.435416681
Length,n03390983,frame,0.83,0.7,3.0,0.554166684,1.229166706
Length,n03728982,match,0.1,0.0,1.0,0.095833336,0.095833336
Length,n03268311,elbow,0.52,0.03,3.0,0.512500016,0.53333335
Length,n04175147,server,4.61,1.4,6.0,1.414166712,2.713541754
Length,n03525454,holder,0.52,0.38,7.0,0.358333345,0.700000022
Length,n04394261,target,0.98,0.29,7.0,0.808333359,1.083333368
Length,n04304375,starter,0.97,0.12,9.0,0.83333336,1.091666702
Length,n04283378,spoke,0.74,0.39,2.0,0.593750019,0.881250028
Length,n03513137,helmet,0.88,0.0,1.0,0.883333362,0.883333362
Length,n03358172,flash,0.69,0.0,1.0,0.689166689,0.689166689
Length,n03659809,lever,0.63,0.19,3.0,0.582916685,0.71666669
Length,n03431570,gearbox,0.64,0.42,8.0,0.489583349,0.693750022
Length,n02933340,cabinet,1.49,0.24,3.0,1.25000004,1.691666721
Length,n03001627,chair,1.95,0.18,7.0,1.729166722,2.066666733
Length,n04451818,tool,0.53,0.55,11.0,0.31250001,0.770833358
Length,n02810471,battery,0.61,0.0,1.0,0.606666686,0.606666686
Length,n06267893,tabloid,0.53,0.45,2.0,0.411458347,0.651041688
Length,n04261506,soundbox,0.91,0.82,6.0,0.506250016,0.948541697
Length,n04256891,softball,0.62,0.75,4.0,0.249166675,1.022916699
Length,n03340723,finder,0.35,0.0,1.0,0.350833345,0.350833345
Length,n03916031,perfume,0.28,0.52,18.0,0.166666672,0.468750015
Length,n03636248,lamp,0.83,0.0,1.0,0.83333336,0.83333336
Length,n03441112,glove,0.65,0.41,15.0,0.500000016,0.767500025
Length,n03135532,cross,0.93,0.56,6.0,0.629166687,1.0354167
Length,n03859958,outfit,0.75,0.02,3.0,0.74166669,0.758333358
Length,n03793489,mouse,0.39,0.34,17.0,0.344166678,0.413333347
Length,n02870526,book,0.79,0.22,21.0,0.698333356,0.948333364
Length,n02999410,chain,0.82,0.85,11.0,0.258333342,1.120833369
Length,n04540053,volleyball,0.8,0.24,15.0,0.74166669,0.83333336
Length,n03320046,fan,1.47,0.45,12.0,0.850000027,2.012500064
Length,n03091374,connection,0.19,0.56,2.0,0.135416671,0.239583341
Length,n03619396,kit,0.63,0.67,6.0,0.265625009,1.048958367
Length,n04306847,statue,1.1,0.37,8.0,0.883333362,1.297916708
Length,n04401949,telephone_jack,0.46,0.5,13.0,0.250000008,0.666666688
Length,n02963821,car_door,0.42,0.0,1.0,0.41666668,0.41666668
Length,n02974003,car_wheel,1.39,0.0,1.0,1.391666711,1.391666711
Length,n02964634,cargo_area,3.95,0.17,10.0,3.225000103,4.333333472
Length,n03102859,cooling_system,0.57,0.41,7.0,0.377916679,0.770833358
Length,n03209477,disk_controller,0.64,0.25,7.0,0.565416685,0.620833353
Length,n03213826,distributor_point,0.25,0.0,1.0,0.250000008,0.250000008
Length,n03243625,drive_line,0.38,0.0,1.0,0.375000012,0.375000012
Length,n03272810,electric_meter,0.56,0.33,10.0,0.485416682,0.701875022
Length,n03273061,electric_motor,0.77,0.35,8.0,0.518750017,0.895833362
Length,n03305300,explosive_detection_system,0.81,0.0,1.0,0.807500026,0.807500026
Length,n03344305,fire_bell,0.6,0.3,7.0,0.500000016,0.733333357
Length,n03394649,french_door,0.12,0.0,2.0,0.115000004,0.115000004
Length,n03452741,grand_piano,3.11,0.53,8.0,1.742291722,4.727916818
Length,n03478589,half_track,0.76,0.27,7.0,0.666666688,0.814583359
Length,n03518631,high_gear,0.43,0.46,2.0,0.333333344,0.53333335
Length,n03528901,home_plate,1.67,0.36,14.0,1.416666712,1.722916722
Length,n03535780,horizontal_bar,4.43,0.04,2.0,4.338541806,4.515625145
Length,n03543603,hot_tub,5.11,0.41,11.0,2.750000088,6.500000208
Length,n03579538,interior_door,6.03,0.2,3.0,5.540000177,6.87500022
Length,n03580518,internal_drive,0.53,0.25,7.0,0.480833349,0.561250018
Length,n03652389,leaf_spring,2.39,0.72,11.0,0.93750003,4.343750139
Length,n03752398,metal_wood,1.97,0.78,6.0,0.895833362,2.468750079
Length,n03887330,paper_feed,0.35,0.0,1.0,0.354166678,0.354166678
Length,n03888605,parallel_bars,2.39,0.39,7.0,2.020833398,2.656250085
Length,n03996004,power_pack,0.51,0.25,12.0,0.41666668,0.547916684
Length,n04024274,punch_press,0.92,0.0,1.0,0.916666696,0.916666696
Length,n04042795,radio_link,1.04,0.12,2.0,0.979166698,1.104166702
Length,n04098399,rock_bit,0.48,0.52,10.0,0.21708334,0.700625022
Length,n04113406,roulette_wheel,1.2,0.36,7.0,1.012500032,1.437500046
Length,n04139859,savings_bank,0.47,0.37,6.0,0.355208345,0.620833353
Length,n04146504,school_bell,0.67,0.7,5.0,0.491666682,0.783333358
Length,n04154938,screw_thread,0.27,0.5,6.0,0.181250006,0.277083342
Length,n04165945,security_system,1.08,0.36,9.0,1.094166702,1.36666671
Length,n04177041,set_gun,0.92,0.08,3.0,0.875000028,0.966666698
Length,n04288533,spring_balance,0.39,0.78,9.0,0.020000001,0.62500002
Length,n04301474,standard_cell,0.19,0.0,1.0,0.187500006,0.187500006
Length,n04313503,steering_wheel,1.11,0.35,11.0,0.93750003,1.208333372
Length,n04329834,storm_door,0.15,0.0,1.0,0.150000005,0.150000005
Length,n04405762,television_monitor,1.04,0.57,3.0,0.620833353,1.247916707
Length,n04405907,television_receiver,0.8,0.33,8.0,0.643541687,0.918750029
Length,n04408871,temporary_hookup,0.38,0.0,1.0,0.383333346,0.383333346
Length,n04418644,theater_light,1.37,0.0,1.0,1.36666671,1.36666671
Length,n04425977,third_gear,1.01,0.01,3.0,1.000000032,1.008333366
Length,n04493109,try_square,0.57,0.68,15.0,0.398333346,0.864583361
Length,n04510706,universal_joint,0.52,0.85,15.0,0.284583342,0.52083335
Length,n04561287,water_meter,0.75,0.58,12.0,0.430208347,0.997916699
Length,n02912065,buffet,3.11,0.3,6.0,2.636875084,3.761666787
Length,n14820180,concrete,0.63,0.33,2.0,0.52458335,0.73041669
Length,n02795528,barrel,1.93,0.34,6.0,1.630208386,2.145833402
Length,n03327841,fender,1.57,0.66,3.0,1.099166702,2.29166674
Length,n02969010,carriage,1.28,0.66,2.0,0.862500028,1.704166721
Length,n04187547,shed,4.65,0.57,14.0,2.50000008,7.235416898
Length,n04140631,sawhorse,2.31,0.35,10.0,1.97229173,2.769375089
Length,n03450881,grab,1.56,0.79,2.0,0.947916697,2.177083403
Length,n04238128,slide,2.93,0.65,12.0,1.791666724,3.416666776
Length,n02918831,bumper,1.67,0.0,1.0,1.66666672,1.66666672
Length,n04525038,velvet,0.08,0.0,3.0,0.083333336,0.083333336
Length,n03094159,contact,0.42,0.0,1.0,0.41666668,0.41666668
Length,n03789946,motor,0.99,0.49,2.0,0.748541691,1.23562504
Length,n04594218,wire,0.92,2.18,15.0,0.202500006,0.562500018
Length,n02936921,cage,1.74,0.48,4.0,1.46520838,2.270833406
Length,n02970849,cart,1.5,0.44,4.0,1.156250037,1.968750063
Length,n04151581,screen,1.35,0.51,2.0,1.010416699,1.697916721
Length,n04153330,screening,1.68,0.8,3.0,0.72916669,2.208333404
Length,n02934168,cable,1.05,0.0,1.0,1.050000034,1.050000034
Length,n02936714,cage,0.87,0.31,3.0,0.686666689,1.000000032
Length,n04373894,sword,2.48,0.36,8.0,2.074166733,3.266666771
Length,n03458422,grid,0.03,0.01,3.0,0.031250001,0.031666668
Length,n02865665,bolt,0.68,0.0,1.0,0.675000022,0.675000022
Length,n03531281,hood,1.02,0.35,7.0,0.84583336,1.179166704
Length,n02844714,bit,0.51,0.0,1.0,0.50833335,0.50833335
Length,n04045941,rag,0.52,0.53,8.0,0.333333344,0.604166686
Length,n02786837,bandsaw,2.11,0.31,8.0,1.614583385,2.656250085
Length,n04157320,sculpture,0.84,0.44,4.0,0.750000024,1.003333365
Length,n03728437,match,0.24,0.0,1.0,0.241666674,0.241666674
Length,n04256520,sofa,7.26,0.01,2.0,7.220833564,7.295833567
Length,n03539433,horseshoe,0.91,0.68,6.0,0.339583344,1.220833372
Length,n04216634,sieve,0.91,0.33,14.0,0.696875022,1.156250037
Length,n04291242,square,0.82,0.65,10.0,0.482916682,1.062500034
Length,n04370048,sweater,0.86,0.41,9.0,0.666666688,1.091666702
Length,n03073977,column,1.08,0.85,7.0,0.394583346,1.625000052
Length,n02871147,bookmark,0.39,0.64,6.0,0.196250006,0.602291686
Length,n04060647,receiver,1.23,0.35,13.0,1.266666707,1.425000046
Length,n02955065,cap,0.68,0.08,5.0,0.650000021,0.71666669
Length,n03880531,pan,1.2,0.47,10.0,0.916666696,1.567708384
Length,n04459362,towel,0.04,0.0,1.0,0.043055557,0.043055557
Length,n02773037,bag,1.0,0.0,1.0,1.000000032,1.000000032
Length,n02948072,candle,0.73,0.32,5.0,0.733333357,0.875000028
Length,n04254777,sock,0.52,0.61,17.0,0.222222229,0.755000024
Length,n02801525,basin,1.01,0.22,8.0,0.947916697,1.185833371
Length,n03430551,gear,0.42,0.43,7.0,0.252500008,0.575000018
Length,n06613686,movie,0.63,0.0,3.0,0.62500002,0.62500002
Length,n02876657,bottle,0.49,0.33,4.0,0.339583344,0.594791686
Length,n04100174,rod,1.86,0.0,1.0,1.858333393,1.858333393
Length,n04412097,tent-fly,2.41,1.38,14.0,0.916666696,1.752083389
Length,n04161358,seat,1.38,0.33,2.0,1.15395837,1.606875051
Length,n03832673,notebook,0.88,0.0,1.0,0.875000028,0.875000028
Length,n04028315,puzzle,0.77,0.0,1.0,0.770833358,0.770833358
Length,n02824448,bell,0.44,0.34,3.0,0.333333344,0.50833335
Length,n04452615,toolbox,1.39,0.56,9.0,0.71666669,1.833333392
Length,n03964495,playpen,2.8,0.37,16.0,2.431250078,3.395833442
Length,n02818832,bed,0.98,0.92,2.0,0.53333335,1.433333379
Length,n02784998,band,0.71,0.54,5.0,0.250000008,1.000000032
Length,n03725035,mask,0.67,0.44,7.0,0.566666685,0.829166693
Length,n06277135,radio,0.71,0.49,13.0,0.608333353,0.83333336
Length,n04125021,safe,0.69,0.73,2.0,0.436458347,0.93437503
Length,n02773838,bag,1.25,0.36,5.0,0.83333336,1.600000051
Length,n04197391,shirt,0.76,0.45,6.0,0.750000024,0.987500032
Length,n04004475,printer,1.15,0.41,3.0,0.962916697,1.483333381
Length,n02839910,bin,1.11,0.46,9.0,0.83333336,1.25000004
Length,n03376279,folder,0.7,0.63,14.0,0.250000008,1.037500033
Length,n02974697,case,0.46,0.44,7.0,0.472083348,0.485833349
Length,n03986355,portfolio,0.92,0.57,18.0,0.854166694,1.083333368
Length,n03897943,patch,0.34,0.61,9.0,0.219166674,0.291666676
Length,n02788021,banner,0.58,0.79,14.0,0.309166677,0.882500028
Length,n03433877,generator,1.06,0.4,6.0,0.664583355,1.462500047
Length,n02770585,backsaw,1.03,0.52,4.0,0.990000032,1.327083376
Length,n03642806,laptop,0.92,0.37,14.0,0.770000025,1.068750034
Length,n03374838,fob,0.4,0.41,3.0,0.32500001,0.512500016
Length,n03691459,loudspeaker,1.91,0.44,6.0,1.676458387,1.985208397
Length,n04509592,uniform,1.16,0.0,2.0,1.15833337,1.15833337
Length,n02991048,cell,0.32,0.49,8.0,0.214791674,0.453958348
Length,n03862676,oven,1.73,0.29,16.0,1.617500052,1.968750063
Length,n03991062,pot,1.26,0.16,3.0,1.116666702,1.35416671
Length,n03929660,pick,0.42,0.57,6.0,0.218750007,0.666666688
Length,n03043958,clip,0.28,0.76,10.0,0.10416667,0.393958346
Length,n03206908,dish,0.88,0.3,9.0,0.666666688,1.008333366
Length,n03683341,lock,0.72,0.63,7.0,0.398750013,1.037500033
Length,n03759954,microphone,0.78,0.72,16.0,0.41416668,0.859375028
Length,n04190052,shelf,2.04,0.6,13.0,1.166666704,2.70833342
Length,n03705379,magnet,0.34,0.51,14.0,0.250000008,0.41666668
Length,n03179701,desk,3.03,0.2,2.0,1.921041728,3.346458408
Length,n04328186,stopwatch,0.45,0.38,15.0,0.370833345,0.516666683
Length,n04162433,seat,1.36,0.7,5.0,0.800000026,1.300000042
Length,n02777100,balance,1.09,0.07,3.0,1.031250033,1.120833369
Length,n04033995,quilt,3.08,0.79,5.0,1.460000047,4.1666668
Length,n04545471,walker,2.03,0.15,5.0,1.804166724,2.333333408
Length,n04212282,shuttlecock,0.89,0.3,17.0,0.74166669,1.270833374
Length,n04021798,pump,1.33,0.0,1.0,1.333333376,1.333333376
Length,n03046257,clock,0.6,0.45,9.0,0.366666678,0.700000022
Length,n03106898,cord,1.15,0.19,10.0,0.93437503,1.297916708
Length,n04275904,spike,1.03,0.0,1.0,1.033333366,1.033333366
Length,n03261776,earphone,0.35,0.59,12.0,0.166666672,0.472916682
Length,n02803349,bass,4.35,0.0,1.0,4.354166806,4.354166806
Length,n04228054,ski,1.43,0.98,2.0,0.732708357,2.133125068
Length,n04118776,rule,0.58,0.0,1.0,0.583333352,0.583333352
Length,n02889646,brake,1.17,0.0,2.0,1.166666704,1.166666704
Length,n03239726,drill,0.81,0.66,5.0,0.365000012,1.229166706
Length,n02928608,button,0.29,0.0,1.0,0.291666676,0.291666676
Length,n03481172,hammer,0.94,0.18,8.0,0.914166696,1.052083367
Length,n03354903,flag,0.84,0.57,5.0,0.775000025,1.000000032
Length,n03434285,generator,1.83,0.0,1.0,1.833333392,1.833333392
Length,n02806379,bat,2.38,0.98,2.0,66.39583546,3.3541729
Length,n02822220,bedspread,5.54,0.62,12.0,1.731250055,8.000000256
Length,n03078995,compact,0.4,0.35,5.0,0.275000009,0.500000016
Length,n02938886,calculator,0.9,0.37,6.0,0.747708357,1.13020837
Length,n04151940,screen,0.26,0.0,1.0,0.258333342,0.258333342
Length,n04199027,shoe,0.84,0.36,2.0,0.692708356,0.994791699
Length,n03940256,pin,0.59,0.13,2.0,0.547916684,0.627083353
Length,n02955767,cape,0.98,0.66,15.0,0.550000018,1.291666708
Length,n03291819,envelope,0.84,0.31,3.0,0.737500024,1.016666699
Length,n03619650,kit,0.14,1.0,2.0,0.067708336,0.203125007
Length,n03990474,pot,1.0,0.52,10.0,0.515625017,1.390625045
Length,n04301000,stand,0.58,0.49,3.0,0.391666679,0.737500024
Length,n02810782,battery,0.42,0.19,8.0,0.342708344,0.500000016
Length,n02884450,box,0.78,0.44,17.0,0.453333348,1.033333366
Length,n02670683,accelerator,0.44,0.0,1.0,0.436666681,0.436666681
Length,n04574999,wheel,1.22,0.54,9.0,0.750000024,1.916666728
Length,n03636649,lamp,0.13,0.15,2.0,0.117708337,0.136458338
Length,n03941013,pin,0.29,1.0,2.0,0.145833338,0.437500014
Length,n03482001,hammer,1.07,0.0,1.0,1.066666701,1.066666701
Length,n03013438,chemise,0.96,0.24,4.0,0.822916693,1.072916701
Length,n03722007,marker,0.31,0.8,15.0,0.077083336,0.531250017
Length,n02774152,bag,1.25,0.0,1.0,1.25000004,1.25000004
Length,n03002096,chair,2.48,0.15,3.0,2.350000075,2.750000088
Length,n04152387,screen,1.5,0.0,1.0,1.500000048,1.500000048
Length,n03595614,jersey,1.02,0.14,6.0,0.987500032,1.066666701
Length,n04586581,winder,0.4,0.13,3.0,0.375000012,0.437500014
Length,n03339643,filter,0.7,0.0,1.0,0.699166689,0.699166689
Length,n03770439,miniskirt,0.81,0.27,12.0,0.660416688,0.958333364
Length,n03221720,door,3.93,0.69,2.0,2.569583416,5.292083503
Length,n02954340,cap,0.68,0.0,1.0,0.683333355,0.683333355
Length,n03442756,goal,3.15,0.39,7.0,2.81250009,3.927083459
Length,n03710193,mailbox,1.33,0.59,9.0,0.41666668,1.791666724
Length,n02933462,cabinet,0.95,0.43,3.0,0.71666669,1.216666706
Length,n02933990,cable,1.69,1.66,10.0,0.435416681,0.947916697
Length,n03467517,guitar,1.88,0.07,2.0,1.812500058,1.937500062
Length,n03484083,handcart,1.57,0.45,8.0,1.125000036,2.160416736
Length,n03183080,device,0.43,0.0,1.0,0.425000014,0.425000014
Length,n03488188,handsaw,1.14,0.6,7.0,0.641666687,1.516666715
Length,n03249569,drum,0.7,0.35,21.0,0.583333352,0.750000024
Length,n03158885,dagger,1.1,0.4,14.0,0.92250003,1.425000046
Length,n03014705,chest,2.88,0.24,4.0,2.359375076,3.485416778
Length,n04550184,wardrobe,1.71,0.37,11.0,1.564583383,1.687500054
Length,n02908217,brush,0.81,0.27,16.0,0.679166688,0.854166694
Length,n04571292,weight,1.01,0.38,4.0,0.777083358,1.0541667
Length,n03954731,plane,0.5,0.01,2.0,0.493333349,0.496666683
Length,n04161981,seat,1.38,0.75,3.0,0.72916669,2.000000064
Length,n04453666,top,0.56,0.63,6.0,0.229166674,0.860416694
Length,n04288272,spring,0.68,0.47,5.0,0.500000016,0.689166689
Length,n04346511,stylus,0.49,0.24,16.0,0.406250013,0.585416685
Length,n03938244,pillow,1.87,0.24,22.0,1.708333388,2.166666736
Length,n03955296,plane,0.67,0.65,2.0,0.448750014,0.882916695
Length,n04381073,tablespoon,0.31,1.06,5.0,0.082000003,0.366666678
Length,n02976939,cashbox,0.6,0.44,13.0,0.375000012,0.775000025
Length,n04603729,worktable,3.62,0.52,8.0,2.447916745,4.052083463
Length,n03145522,cue,3.39,0.57,8.0,1.906250061,4.833333488
Length,n03682487,lock,0.45,0.83,12.0,0.148958338,0.666250021
Length,n04072193,regulator,1.23,1.13,15.0,0.562500018,1.000000032
Length,n04149083,scoop,0.62,0.52,15.0,0.395833346,0.800000026
Length,n04576002,wheelchair,2.2,0.53,5.0,1.075000034,2.91666676
Length,n03820154,net,0.44,0.0,1.0,0.441666681,0.441666681
Length,n04318131,stick,1.33,0.25,4.0,1.282500041,1.54937505
Length,n03797390,mug,0.3,0.33,4.0,0.229166674,0.393750013
Length,n03532919,hook,0.41,1.23,5.0,0.164166672,0.166666672
Length,n03244047,driver,1.72,0.99,11.0,0.500000016,3.85416679
Length,n02785648,bandage,0.44,0.5,15.0,0.285416676,0.583333352
Length,n03665366,light,0.51,0.59,12.0,0.327083344,0.706250023
Length,n03114236,costume,1.02,0.32,14.0,1.020833366,1.166666704
Length,n04067658,reel,0.58,0.46,7.0,0.41666668,0.583333352
Length,n02801938,basket,1.43,0.16,6.0,1.333333376,1.468750047
Length,n03652932,leash,1.17,1.3,16.0,0.444791681,0.843750027
Length,n03337140,file,1.27,0.13,3.0,1.166666704,1.364583377
Length,n03250279,drumhead,1.33,0.22,8.0,1.24375004,1.583333384
Length,n02975589,case,0.64,0.0,1.0,0.641666687,0.641666687
Length,n03819994,net,1.31,0.77,3.0,0.62500002,1.833333392
Length,n04154340,screw,0.29,0.8,10.0,0.097708336,0.360416678
Length,n03820318,net,1.5,0.0,1.0,1.500000048,1.500000048
Length,n03513376,helmet,1.12,0.16,21.0,1.025000033,1.216666706
Length,n04004767,printer,1.17,0.3,6.0,0.941666697,1.379166711
Length,n03753077,meter,0.27,0.8,5.0,0.100000003,0.488333349
Length,n03945615,pipe,0.46,0.11,11.0,0.41666668,0.495833349
Length,n04555897,watch,0.45,0.53,8.0,0.307291677,0.596875019
