token,order,order_within_block,order_n,integ_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,2,2,0,1,none,task1,50,60.121,10.121,0.16834384,1
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,3,3,0,1,none,task2,215,227.429,12.429,0.054650023,1
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,4,4,0,1,none,task5,401,580,179,0.30862069,1
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,5,5,0,1,none,task9,4,3.2,0.8,0.25,1
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,6,6,0,1,none,task11,4,3.8,0.2,0.052631579,1
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,7,7,0,1,none,task6,401,215,186,0.865116279,1
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,8,8,0,1,none,task12,3.5,3.3,0.2,0.060606061,3
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,1,9,1,0,integ,task11,3.5,3.8,0.3,0.078947368,9
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,2,10,1,0,integ,task12,3.5,3.3,0.2,0.060606061,3
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,3,11,1,0,integ,task7,3.6,2.8,0.8,0.285714286,4
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,4,12,1,0,integ,task2,185,227.429,42.429,0.186559322,8
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,5,13,1,0,integ,task9,4.1,3.2,0.9,0.28125,5
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,6,14,1,0,integ,task6,302,215,87,0.404651163,6
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,7,15,1,0,integ,task1,90,60.121,29.879,0.496981088,2
4m85oidrgsn0n5cs01ea1hsemirn2h4vtrjwxl2jv2cqbur3sor,none_first,8,16,1,0,integ,task5,406,580,174,0.3,2
qiirybd4cdje3ut97jnp4o,none_first,1,1,0,1,none,task9,3.6,3.2,0.4,0.125,1
qiirybd4cdje3ut97jnp4o,none_first,2,2,0,1,none,task2,290,227.429,62.571,0.275123225,1
qiirybd4cdje3ut97jnp4o,none_first,3,3,0,1,none,task6,347,215,132,0.613953488,2
qiirybd4cdje3ut97jnp4o,none_first,4,4,0,1,none,task7,4.4,2.8,1.6,0.571428571,3
qiirybd4cdje3ut97jnp4o,none_first,5,5,0,1,none,task5,1095,580,515,0.887931034,1
qiirybd4cdje3ut97jnp4o,none_first,6,6,0,1,none,task1,48,60.121,12.121,0.201610086,1
qiirybd4cdje3ut97jnp4o,none_first,7,7,0,1,none,task11,4.8,3.8,1,0.263157895,4
qiirybd4cdje3ut97jnp4o,none_first,8,8,0,1,none,task12,4.9,3.3,1.6,0.484848485,1
qiirybd4cdje3ut97jnp4o,none_first,1,9,1,0,integ,task1,87,60.121,26.879,0.447081719,3
qiirybd4cdje3ut97jnp4o,none_first,2,10,1,0,integ,task5,901,580,321,0.553448276,3
qiirybd4cdje3ut97jnp4o,none_first,3,11,1,0,integ,task9,3.9,3.2,0.7,0.21875,2
qiirybd4cdje3ut97jnp4o,none_first,4,12,1,0,integ,task12,4.6,3.3,1.3,0.393939394,3
qiirybd4cdje3ut97jnp4o,none_first,5,13,1,0,integ,task11,4.9,3.8,1.1,0.289473684,2
qiirybd4cdje3ut97jnp4o,none_first,6,14,1,0,integ,task7,3.5,2.8,0.7,0.25,2
qiirybd4cdje3ut97jnp4o,none_first,7,15,1,0,integ,task6,284,215,69,0.320930233,2
qiirybd4cdje3ut97jnp4o,none_first,8,16,1,0,integ,task2,233,227.429,5.571,0.024495557,2
vcqa55nuqspqv3wbatvi68,none_first,1,1,0,1,none,task9,5,3.2,1.8,0.5625,1
vcqa55nuqspqv3wbatvi68,none_first,2,2,0,1,none,task7,6.7,2.8,3.9,1.392857143,1
vcqa55nuqspqv3wbatvi68,none_first,3,3,0,1,none,task11,8,3.8,4.2,1.105263158,0
vcqa55nuqspqv3wbatvi68,none_first,4,4,0,1,none,task2,230,227.429,2.571,0.011304627,1
vcqa55nuqspqv3wbatvi68,none_first,5,5,0,1,none,task6,161,215,54,0.251162791,1
vcqa55nuqspqv3wbatvi68,none_first,6,6,0,1,none,task5,664,580,84,0.144827586,2
vcqa55nuqspqv3wbatvi68,none_first,7,7,0,1,none,task12,4.1,3.3,0.8,0.242424242,1
vcqa55nuqspqv3wbatvi68,none_first,8,8,0,1,none,task1,20,60.121,40.121,0.667337536,0
vcqa55nuqspqv3wbatvi68,none_first,1,9,1,0,integ,task12,4,3.3,0.7,0.212121212,3
vcqa55nuqspqv3wbatvi68,none_first,2,10,1,0,integ,task11,8.4,3.8,4.6,1.210526316,2
vcqa55nuqspqv3wbatvi68,none_first,3,11,1,0,integ,task1,61,60.121,0.879,0.014620515,6
vcqa55nuqspqv3wbatvi68,none_first,4,12,1,0,integ,task5,195,580,385,0.663793103,3
vcqa55nuqspqv3wbatvi68,none_first,5,13,1,0,integ,task7,3.8,2.8,1,0.357142857,4
vcqa55nuqspqv3wbatvi68,none_first,6,14,1,0,integ,task9,4.8,3.2,1.6,0.5,2
vcqa55nuqspqv3wbatvi68,none_first,7,15,1,0,integ,task2,235,227.429,7.571,0.03328951,2
vcqa55nuqspqv3wbatvi68,none_first,8,16,1,0,integ,task6,204,215,11,0.051162791,3
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,1,1,0,1,none,task5,845,580,265,0.456896552,1
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,2,2,0,1,none,task6,400,215,185,0.860465116,1
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,3,3,0,1,none,task2,512,227.429,284.571,1.251252039,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,4,4,0,1,none,task9,4,3.2,0.8,0.25,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,5,5,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,6,6,0,1,none,task1,38,60.121,22.121,0.367941318,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,7,7,0,1,none,task7,4.5,2.8,1.7,0.607142857,1
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,8,8,0,1,none,task12,3,3.3,0.3,0.090909091,1
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,1,9,1,0,integ,task2,318,227.429,90.571,0.398238571,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,2,10,1,0,integ,task11,4.5,3.8,0.7,0.184210526,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,3,11,1,0,integ,task7,4,2.8,1.2,0.428571429,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,4,12,1,0,integ,task5,486,580,94,0.162068966,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,5,13,1,0,integ,task9,3.5,3.2,0.3,0.09375,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,6,14,1,0,integ,task1,46,60.121,14.121,0.234876333,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,7,15,1,0,integ,task6,180,215,35,0.162790698,2
910wtlochybo6v9wko0iqw7b9zhc0c2c893m4rs64h69zr529,none_first,8,16,1,0,integ,task12,3.5,3.3,0.2,0.060606061,2
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,1,1,0,1,none,task6,78,215,137,0.637209302,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,2,2,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,3,3,0,1,none,task1,75,60.121,14.879,0.24748424,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,4,4,0,1,none,task5,999,580,419,0.722413793,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,5,5,0,1,none,task7,4,2.8,1.2,0.428571429,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,6,6,0,1,none,task9,5,3.2,1.8,0.5625,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,7,7,0,1,none,task2,249,227.429,21.571,0.094847183,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,8,8,0,1,none,task12,4,3.3,0.7,0.212121212,1
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,1,9,1,0,integ,task5,405,580,175,0.301724138,5
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,2,10,1,0,integ,task6,183,215,32,0.148837209,2
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,3,11,1,0,integ,task12,4,3.3,0.7,0.212121212,4
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,4,12,1,0,integ,task7,4,2.8,1.2,0.428571429,8
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,5,13,1,0,integ,task11,4.5,3.8,0.7,0.184210526,8
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,6,14,1,0,integ,task2,134,227.429,93.429,0.41080513,3
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,7,15,1,0,integ,task9,5,3.2,1.8,0.5625,2
ji9u6yi0exyc78eflz4nm6lxrhrl58kh0y45upulxujcdcayvi,none_first,8,16,1,0,integ,task1,91,60.121,30.879,0.513614211,5
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,1,1,0,1,none,task11,4.3,3.8,0.5,0.131578947,1
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,2,2,0,1,none,task9,3,3.2,0.2,0.0625,1
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,3,3,0,1,none,task5,901,580,321,0.553448276,1
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,4,4,0,1,none,task2,175,227.429,52.429,0.230529088,1
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,5,5,0,1,none,task7,3,2.8,0.2,0.071428571,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,6,6,0,1,none,task12,4.2,3.3,0.9,0.272727273,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,7,7,0,1,none,task6,97,215,118,0.548837209,1
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,8,8,0,1,none,task1,40,60.121,20.121,0.334675072,1
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,1,9,1,0,integ,task5,923,580,343,0.59137931,5
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,2,10,1,0,integ,task6,167,215,48,0.223255814,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,3,11,1,0,integ,task12,4.2,3.3,0.9,0.272727273,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,4,12,1,0,integ,task9,3.3,3.2,0.1,0.03125,3
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,5,13,1,0,integ,task2,104,227.429,123.429,0.54271443,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,6,14,1,0,integ,task11,3.9,3.8,0.1,0.026315789,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,7,15,1,0,integ,task1,53,60.121,7.121,0.11844447,2
1p9exatd8r11n9cujltbpj5rk9b9q91hwfsj2r5tjrj19f9lik9,none_first,8,16,1,0,integ,task7,2.8,2.8,0,0,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,1,1,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,2,2,0,1,none,task6,176,215,39,0.181395349,1
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,3,3,0,1,none,task7,3.7,2.8,0.9,0.321428571,1
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,4,4,0,1,none,task1,25,60.121,35.121,0.58417192,1
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,5,5,0,1,none,task2,182,227.429,45.429,0.199750252,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,6,6,0,1,none,task9,4,3.2,0.8,0.25,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,7,7,0,1,none,task12,3.6,3.3,0.3,0.090909091,1
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,8,8,0,1,none,task5,165,580,415,0.715517241,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,1,9,1,0,integ,task7,4,2.8,1.2,0.428571429,5
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,2,10,1,0,integ,task12,3.5,3.3,0.2,0.060606061,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,3,11,1,0,integ,task2,167,227.429,60.429,0.265704901,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,4,12,1,0,integ,task1,73,60.121,12.879,0.214217994,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,5,13,1,0,integ,task6,188,215,27,0.125581395,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,6,14,1,0,integ,task5,263,580,317,0.546551724,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,7,15,1,0,integ,task9,3.4,3.2,0.2,0.0625,2
34ca7jxsh7ml70bbbseh5s714ir05rnv3tpkec4pgc9qowm6lxr,none_first,8,16,1,0,integ,task11,3.7,3.8,0.1,0.026315789,5
kak3am4149b0qqxto1ybpv,none_first,1,1,0,1,none,task9,4,3.2,0.8,0.25,1
kak3am4149b0qqxto1ybpv,none_first,2,2,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
kak3am4149b0qqxto1ybpv,none_first,3,3,0,1,none,task5,550,580,30,0.051724138,1
kak3am4149b0qqxto1ybpv,none_first,4,4,0,1,none,task6,251,215,36,0.16744186,1
kak3am4149b0qqxto1ybpv,none_first,5,5,0,1,none,task2,34,227.429,193.429,0.850502794,2
kak3am4149b0qqxto1ybpv,none_first,6,6,0,1,none,task7,3,2.8,0.2,0.071428571,1
kak3am4149b0qqxto1ybpv,none_first,7,7,0,1,none,task11,5.2,3.8,1.4,0.368421053,1
kak3am4149b0qqxto1ybpv,none_first,8,8,0,1,none,task1,20,60.121,40.121,0.667337536,1
kak3am4149b0qqxto1ybpv,none_first,1,9,1,0,integ,task5,745,580,165,0.284482759,3
kak3am4149b0qqxto1ybpv,none_first,2,10,1,0,integ,task11,5,3.8,1.2,0.315789474,3
kak3am4149b0qqxto1ybpv,none_first,3,11,1,0,integ,task9,4,3.2,0.8,0.25,3
kak3am4149b0qqxto1ybpv,none_first,4,12,1,0,integ,task12,3.4,3.3,0.1,0.03030303,3
kak3am4149b0qqxto1ybpv,none_first,5,13,1,0,integ,task1,71,60.121,10.879,0.180951747,4
kak3am4149b0qqxto1ybpv,none_first,6,14,1,0,integ,task2,355,227.429,127.571,0.560926707,3
kak3am4149b0qqxto1ybpv,none_first,7,15,1,0,integ,task6,251,215,36,0.16744186,2
kak3am4149b0qqxto1ybpv,none_first,8,16,1,0,integ,task7,3.1,2.8,0.3,0.107142857,3
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,1,1,0,1,none,task12,3.3,3.3,0,0,1
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,2,2,0,1,none,task6,390,215,175,0.813953488,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,3,3,0,1,none,task2,539,227.429,311.571,1.369970408,1
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,4,4,0,1,none,task7,2.5,2.8,0.3,0.107142857,1
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,5,5,0,1,none,task5,1041,580,461,0.794827586,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,6,6,0,1,none,task9,4,3.2,0.8,0.25,1
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,7,7,0,1,none,task1,80,60.121,19.879,0.330649856,1
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,8,8,0,1,none,task11,3.5,3.8,0.3,0.078947368,3
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,1,9,1,0,integ,task6,211,215,4,0.018604651,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,2,10,1,0,integ,task1,99,60.121,38.879,0.646679197,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,3,11,1,0,integ,task11,4.2,3.8,0.4,0.105263158,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,4,12,1,0,integ,task5,519,580,61,0.105172414,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,5,13,1,0,integ,task2,65,227.429,162.429,0.714196518,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,6,14,1,0,integ,task9,2.8,3.2,0.4,0.125,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,7,15,1,0,integ,task12,2.9,3.3,0.4,0.121212121,2
l2p4p0b7l4nstxoh9wzh0k9o8dohx6qq770xvd19xyctyb9,none_first,8,16,1,0,integ,task7,1.9,2.8,0.9,0.321428571,6
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,1,1,0,1,none,task9,3,3.2,0.2,0.0625,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,2,2,0,1,none,task6,500,215,285,1.325581395,1
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,3,3,0,1,none,task12,2.5,3.3,0.8,0.242424242,4
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,4,4,0,1,none,task2,15,227.429,212.429,0.93404535,1
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,5,5,0,1,none,task7,3,2.8,0.2,0.071428571,3
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,6,6,0,1,none,task1,15,60.121,45.121,0.750503152,1
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,7,7,0,1,none,task11,4.5,3.8,0.7,0.184210526,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,8,8,0,1,none,task5,1200,580,620,1.068965517,1
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,1,9,1,0,integ,task2,100,227.429,127.429,0.560302336,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,2,10,1,0,integ,task11,4.6,3.8,0.8,0.210526316,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,3,11,1,0,integ,task12,2.5,3.3,0.8,0.242424242,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,4,12,1,0,integ,task5,1200,580,620,1.068965517,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,5,13,1,0,integ,task7,3.6,2.8,0.8,0.285714286,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,6,14,1,0,integ,task9,3,3.2,0.2,0.0625,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,7,15,1,0,integ,task6,211,215,4,0.018604651,2
sc7e47pq066zbjj4hrzoajorl181dnc31324gvmo8mpy6tj4i,none_first,8,16,1,0,integ,task1,47,60.121,13.121,0.21824321,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,1,1,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,2,2,0,1,none,task9,3,3.2,0.2,0.0625,0
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,3,3,0,1,none,task6,250,215,35,0.162790698,0
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,4,4,0,1,none,task7,3,2.8,0.2,0.071428571,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,5,5,0,1,none,task1,60,60.121,0.121,0.002012608,1
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,6,6,0,1,none,task5,300,580,280,0.482758621,0
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,7,7,0,1,none,task2,200,227.429,27.429,0.120604672,1
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,8,8,0,1,none,task12,3.5,3.3,0.2,0.060606061,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,1,9,1,0,integ,task9,3.6,3.2,0.4,0.125,3
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,2,10,1,0,integ,task6,500,215,285,1.325581395,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,3,11,1,0,integ,task1,96,60.121,35.879,0.596779827,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,4,12,1,0,integ,task2,330,227.429,102.571,0.451002291,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,5,13,1,0,integ,task12,4,3.3,0.7,0.212121212,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,6,14,1,0,integ,task11,3.5,3.8,0.3,0.078947368,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,7,15,1,0,integ,task7,3,2.8,0.2,0.071428571,2
ncakv0g21ejyqhw8b6uxo5hfroxjtbsezuwcsabtrpk5d0a4i,none_first,8,16,1,0,integ,task5,405,580,175,0.301724138,2
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,1,1,0,1,none,task6,426,215,211,0.981395349,1
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,2,2,0,1,none,task9,3,3.2,0.2,0.0625,1
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,3,3,0,1,none,task7,3.7,2.8,0.9,0.321428571,2
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,4,4,0,1,none,task5,911,580,331,0.570689655,2
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,5,5,0,1,none,task12,4,3.3,0.7,0.212121212,1
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,6,6,0,1,none,task1,45,60.121,15.121,0.251509456,1
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,7,7,0,1,none,task2,153,227.429,74.429,0.327262574,1
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,8,8,0,1,none,task11,5,3.8,1.2,0.315789474,1
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,1,9,1,0,integ,task12,4,3.3,0.7,0.212121212,8
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,2,10,1,0,integ,task6,175,215,40,0.186046512,2
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,3,11,1,0,integ,task11,5,3.8,1.2,0.315789474,4
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,4,12,1,0,integ,task5,449,580,131,0.225862069,8
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,5,13,1,0,integ,task2,246,227.429,18.571,0.081656253,3
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,6,14,1,0,integ,task9,3,3.2,0.2,0.0625,6
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,7,15,1,0,integ,task7,4,2.8,1.2,0.428571429,3
vt6doyo54y2rpk4qph4m6xbt9vw6houzvbyyoucqcodwpnwmi,none_first,8,16,1,0,integ,task1,98,60.121,37.879,0.630046074,3
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,1,1,0,1,none,task9,3.5,3.2,0.3,0.09375,1
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,2,2,0,1,none,task1,25,60.121,35.121,0.58417192,2
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,3,3,0,1,none,task12,3,3.3,0.3,0.090909091,3
a9isievfb4z3t041rbgjy8pvii5kubpyz2p28av7h37qh69a4i,none_first,4,4,0,1,none,task2,85,227.429,142.429,0.626256986,1
