token,order,order_within_block,order_n,reunit_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,4,4,1,0,reunit,task6,272,215,57,0.265116279,2
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,5,5,1,0,reunit,task1,48,60.121,12.121,0.201610086,2
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,6,6,1,0,reunit,task5,474,580,106,0.182758621,2
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,7,7,1,0,reunit,task12,3.6,3.3,0.3,0.090909091,2
hfgm8mqek53rj96e8jqt1emifnqz82o3f77lmqpkp0elqy3nmi,reunit_first,8,8,1,0,reunit,task9,3.3,3.2,0.1,0.03125,2
hh3ubio65whjysu6wwrh,reunit_first,1,1,1,0,reunit,task2,125,227.429,102.429,0.45037792,2
hh3ubio65whjysu6wwrh,reunit_first,2,2,1,0,reunit,task5,351,580,229,0.394827586,2
hh3ubio65whjysu6wwrh,reunit_first,3,3,1,0,reunit,task9,2.1,3.2,1.1,0.34375,2
hh3ubio65whjysu6wwrh,reunit_first,4,4,1,0,reunit,task6,255,215,40,0.186046512,2
hh3ubio65whjysu6wwrh,reunit_first,5,5,1,0,reunit,task7,3.3,2.8,0.5,0.178571429,2
hh3ubio65whjysu6wwrh,reunit_first,6,6,1,0,reunit,task1,50,60.121,10.121,0.16834384,3
hh3ubio65whjysu6wwrh,reunit_first,7,7,1,0,reunit,task12,3.5,3.3,0.2,0.060606061,2
hh3ubio65whjysu6wwrh,reunit_first,8,8,1,0,reunit,task11,4,3.8,0.2,0.052631579,2
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,1,9,1,0,reunit,task9,7.5,3.2,4.3,1.34375,3
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,2,10,1,0,reunit,task1,10,60.121,50.121,0.833668768,2
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,3,11,1,0,reunit,task7,5,2.8,2.2,0.785714286,2
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,4,12,1,0,reunit,task12,5.1,3.3,1.8,0.545454545,2
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,5,13,1,0,reunit,task2,350,227.429,122.571,0.538941824,3
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,6,14,1,0,reunit,task5,700,580,120,0.206896552,4
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,7,15,1,0,reunit,task6,250,215,35,0.162790698,2
hkty1lfeq3ii4tsrx7fqlrf6rcemlybqh3ies9wgdgamb2tvs4i,none_first,8,16,1,0,reunit,task11,4,3.8,0.2,0.052631579,3
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,1,9,1,0,reunit,task11,8,3.8,4.2,1.105263158,2
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,2,10,1,0,reunit,task6,50,215,165,0.76744186,2
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,3,11,1,0,reunit,task2,100,227.429,127.429,0.560302336,2
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,4,12,1,0,reunit,task9,2,3.2,1.2,0.375,3
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,5,13,1,0,reunit,task7,2,2.8,0.8,0.285714286,2
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,6,14,1,0,reunit,task5,700,580,120,0.206896552,2
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,7,15,1,0,reunit,task1,70,60.121,9.879,0.164318624,3
ij5oi4qg1hti4k1wsu62bj4ide4rk0y8ymoowpq2t9w1att9,none_first,8,16,1,0,reunit,task12,3,3.3,0.3,0.090909091,2
inmkz8ssmlf83pl616qch3,none_first,1,9,1,0,reunit,task12,7.5,3.3,4.2,1.272727273,4
inmkz8ssmlf83pl616qch3,none_first,2,10,1,0,reunit,task2,400,227.429,172.571,0.758790656,2
inmkz8ssmlf83pl616qch3,none_first,3,11,1,0,reunit,task5,200,580,380,0.655172414,2
inmkz8ssmlf83pl616qch3,none_first,4,12,1,0,reunit,task1,40,60.121,20.121,0.334675072,2
inmkz8ssmlf83pl616qch3,none_first,5,13,1,0,reunit,task6,150,215,65,0.302325581,2
inmkz8ssmlf83pl616qch3,none_first,6,14,1,0,reunit,task7,2,2.8,0.8,0.285714286,2
inmkz8ssmlf83pl616qch3,none_first,7,15,1,0,reunit,task9,4,3.2,0.8,0.25,2
inmkz8ssmlf83pl616qch3,none_first,8,16,1,0,reunit,task11,3,3.8,0.8,0.210526316,2
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,1,9,1,0,reunit,task7,4,2.8,1.2,0.428571429,3
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,2,10,1,0,reunit,task1,80,60.121,19.879,0.330649856,2
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,3,11,1,0,reunit,task11,5,3.8,1.2,0.315789474,2
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,4,12,1,0,reunit,task6,150,215,65,0.302325581,2
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,5,13,1,0,reunit,task5,706,580,126,0.217241379,2
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,6,14,1,0,reunit,task12,3.8,3.3,0.5,0.151515152,3
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,7,15,1,0,reunit,task2,250,227.429,22.571,0.09924416,2
jgj0h9sdet65be5kc1munmiedxpg18biq90ck5rc29ms4i,none_first,8,16,1,0,reunit,task9,3.5,3.2,0.3,0.09375,3
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,1,1,1,0,reunit,task5,300,580,280,0.482758621,2
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,2,2,1,0,reunit,task2,150,227.429,77.429,0.340453504,6
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,3,3,1,0,reunit,task6,150,215,65,0.302325581,3
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,4,4,1,0,reunit,task7,2,2.8,0.8,0.285714286,2
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,5,5,1,0,reunit,task9,4,3.2,0.8,0.25,2
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,6,6,1,0,reunit,task1,75,60.121,14.879,0.24748424,2
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,7,7,1,0,reunit,task11,4.5,3.8,0.7,0.184210526,2
jj2y0b2k500fv9iyiig7rpb9j1sjz65mu8dibtsje5rpy14i,reunit_first,8,8,1,0,reunit,task12,3.6,3.3,0.3,0.090909091,3
jvramyflxbok109c7wrpp,reunit_first,1,1,1,0,reunit,task9,5.5,3.2,2.3,0.71875,2
jvramyflxbok109c7wrpp,reunit_first,2,2,1,0,reunit,task6,349,215,134,0.623255814,2
jvramyflxbok109c7wrpp,reunit_first,3,3,1,0,reunit,task2,95,227.429,132.429,0.582287219,2
jvramyflxbok109c7wrpp,reunit_first,4,4,1,0,reunit,task11,6,3.8,2.2,0.578947368,2
jvramyflxbok109c7wrpp,reunit_first,5,5,1,0,reunit,task12,4.4,3.3,1.1,0.333333333,3
jvramyflxbok109c7wrpp,reunit_first,6,6,1,0,reunit,task1,50,60.121,10.121,0.16834384,2
jvramyflxbok109c7wrpp,reunit_first,7,7,1,0,reunit,task5,504,580,76,0.131034483,2
jvramyflxbok109c7wrpp,reunit_first,8,8,1,0,reunit,task7,3,2.8,0.2,0.071428571,2
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,1,1,1,0,reunit,task7,4,2.8,1.2,0.428571429,6
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,2,2,1,0,reunit,task9,4.4,3.2,1.2,0.375,5
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,3,3,1,0,reunit,task5,710,580,130,0.224137931,2
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,4,4,1,0,reunit,task2,181,227.429,46.429,0.204147228,4
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,5,5,1,0,reunit,task12,3.6,3.3,0.3,0.090909091,2
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,6,6,1,0,reunit,task11,4.1,3.8,0.3,0.078947368,3
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,7,7,1,0,reunit,task6,208,215,7,0.03255814,3
k3dgisylirprl9xp6uyds4imk9g7ekixxen8y3s7dw7v6lxr,reunit_first,8,8,1,0,reunit,task1,61,60.121,0.879,0.014620515,2
kg48wgv7fiamu03p9kw9c,none_first,1,9,1,0,reunit,task6,451,215,236,1.097674419,2
kg48wgv7fiamu03p9kw9c,none_first,2,10,1,0,reunit,task9,6.5,3.2,3.3,1.03125,2
kg48wgv7fiamu03p9kw9c,none_first,3,11,1,0,reunit,task5,1059,580,479,0.825862069,2
kg48wgv7fiamu03p9kw9c,none_first,4,12,1,0,reunit,task12,6,3.3,2.7,0.818181818,2
kg48wgv7fiamu03p9kw9c,none_first,5,13,1,0,reunit,task2,150,227.429,77.429,0.340453504,2
kg48wgv7fiamu03p9kw9c,none_first,6,14,1,0,reunit,task7,2,2.8,0.8,0.285714286,2
kg48wgv7fiamu03p9kw9c,none_first,7,15,1,0,reunit,task1,47,60.121,13.121,0.21824321,4
kg48wgv7fiamu03p9kw9c,none_first,8,16,1,0,reunit,task11,4.3,3.8,0.5,0.131578947,2
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,1,9,1,0,reunit,task11,7,3.8,3.2,0.842105263,3
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,2,10,1,0,reunit,task7,5,2.8,2.2,0.785714286,2
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,3,11,1,0,reunit,task2,400,227.429,172.571,0.758790656,2
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,4,12,1,0,reunit,task9,5,3.2,1.8,0.5625,3
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,5,13,1,0,reunit,task12,2,3.3,1.3,0.393939394,3
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,6,14,1,0,reunit,task1,50,60.121,10.121,0.16834384,2
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,7,15,1,0,reunit,task6,200,215,15,0.069767442,2
ks5zbyard7lqyp0czkzh93sorlwleo6a11eqdejgtx0vx11yvi,none_first,8,16,1,0,reunit,task5,600,580,20,0.034482759,2
lngvzrx93ufiii2xifxpkg,none_first,1,9,1,0,reunit,task12,7.5,3.3,4.2,1.272727273,2
lngvzrx93ufiii2xifxpkg,none_first,2,10,1,0,reunit,task6,300,215,85,0.395348837,2
lngvzrx93ufiii2xifxpkg,none_first,3,11,1,0,reunit,task5,200,580,380,0.655172414,3
lngvzrx93ufiii2xifxpkg,none_first,4,12,1,0,reunit,task11,6,3.8,2.2,0.578947368,2
lngvzrx93ufiii2xifxpkg,none_first,5,13,1,0,reunit,task2,350,227.429,122.571,0.538941824,2
lngvzrx93ufiii2xifxpkg,none_first,6,14,1,0,reunit,task1,30,60.121,30.121,0.501006304,2
lngvzrx93ufiii2xifxpkg,none_first,7,15,1,0,reunit,task9,4,3.2,0.8,0.25,2
lngvzrx93ufiii2xifxpkg,none_first,8,16,1,0,reunit,task7,2.1,2.8,0.7,0.25,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,1,9,1,0,reunit,task12,1,3.3,2.3,0.696969697,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,2,10,1,0,reunit,task9,5,3.2,1.8,0.5625,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,3,11,1,0,reunit,task2,100,227.429,127.429,0.560302336,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,4,12,1,0,reunit,task11,5.7,3.8,1.9,0.5,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,5,13,1,0,reunit,task7,2,2.8,0.8,0.285714286,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,6,14,1,0,reunit,task1,50,60.121,10.121,0.16834384,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,7,15,1,0,reunit,task6,250,215,35,0.162790698,2
o1hzx0iicduig1fg1ll3diu5wataint7rhxwkwmrqsn61or,none_first,8,16,1,0,reunit,task5,600,580,20,0.034482759,2
oqmogsglypgukmsp1035m,none_first,1,9,1,0,reunit,task9,7.5,3.2,4.3,1.34375,2
oqmogsglypgukmsp1035m,none_first,2,10,1,0,reunit,task2,100,227.429,127.429,0.560302336,2
oqmogsglypgukmsp1035m,none_first,3,11,1,0,reunit,task12,5,3.3,1.7,0.515151515,2
oqmogsglypgukmsp1035m,none_first,4,12,1,0,reunit,task1,30,60.121,30.121,0.501006304,2
oqmogsglypgukmsp1035m,none_first,5,13,1,0,reunit,task6,150,215,65,0.302325581,2
oqmogsglypgukmsp1035m,none_first,6,14,1,0,reunit,task7,2,2.8,0.8,0.285714286,3
oqmogsglypgukmsp1035m,none_first,7,15,1,0,reunit,task11,3,3.8,0.8,0.210526316,2
oqmogsglypgukmsp1035m,none_first,8,16,1,0,reunit,task5,700,580,120,0.206896552,2
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,1,1,1,0,reunit,task1,95,60.121,34.879,0.580146704,8
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,2,2,1,0,reunit,task5,850,580,270,0.465517241,4
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,3,3,1,0,reunit,task7,4,2.8,1.2,0.428571429,10
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,4,4,1,0,reunit,task2,170,227.429,57.429,0.252513971,2
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,5,5,1,0,reunit,task9,3.5,3.2,0.3,0.09375,6
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,6,6,1,0,reunit,task6,200,215,15,0.069767442,5
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,7,7,1,0,reunit,task12,3.5,3.3,0.2,0.060606061,7
ovt0ju6wdu1ps8we8bwvzpvicwbn28lwysmcutzqa671oflxr,reunit_first,8,8,1,0,reunit,task11,4,3.8,0.2,0.052631579,4
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,1,1,1,0,reunit,task9,6.4,3.2,3.2,1,3
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,2,2,1,0,reunit,task6,351,215,136,0.63255814,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,3,3,1,0,reunit,task5,886,580,306,0.527586207,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,4,4,1,0,reunit,task11,4.5,3.8,0.7,0.184210526,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,5,5,1,0,reunit,task7,2.5,2.8,0.3,0.107142857,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,6,6,1,0,reunit,task12,3,3.3,0.3,0.090909091,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,7,7,1,0,reunit,task1,65,60.121,4.879,0.081153008,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,8,8,1,0,reunit,task2,222,227.429,5.429,0.023871186,2
pr01wrrmhza1zgt6li1d17,reunit_first,1,1,1,0,reunit,task9,6,3.2,2.8,0.875,2
pr01wrrmhza1zgt6li1d17,reunit_first,2,2,1,0,reunit,task5,200,580,380,0.655172414,2
pr01wrrmhza1zgt6li1d17,reunit_first,3,3,1,0,reunit,task2,100,227.429,127.429,0.560302336,3
pr01wrrmhza1zgt6li1d17,reunit_first,4,4,1,0,reunit,task12,2,3.3,1.3,0.393939394,2
pr01wrrmhza1zgt6li1d17,reunit_first,5,5,1,0,reunit,task11,5,3.8,1.2,0.315789474,2
pr01wrrmhza1zgt6li1d17,reunit_first,6,6,1,0,reunit,task7,2,2.8,0.8,0.285714286,3
pr01wrrmhza1zgt6li1d17,reunit_first,7,7,1,0,reunit,task1,50,60.121,10.121,0.16834384,3
pr01wrrmhza1zgt6li1d17,reunit_first,8,8,1,0,reunit,task6,200,215,15,0.069767442,3
pwrxeawyqod2tm1lsjlhu9,none_first,1,9,1,0,reunit,task12,7.5,3.3,4.2,1.272727273,2
pwrxeawyqod2tm1lsjlhu9,none_first,2,10,1,0,reunit,task9,7,3.2,3.8,1.1875,3
pwrxeawyqod2tm1lsjlhu9,none_first,3,11,1,0,reunit,task6,403,215,188,0.874418605,2
pwrxeawyqod2tm1lsjlhu9,none_first,4,12,1,0,reunit,task5,1001,580,421,0.725862069,2
pwrxeawyqod2tm1lsjlhu9,none_first,5,13,1,0,reunit,task1,30,60.121,30.121,0.501006304,3
pwrxeawyqod2tm1lsjlhu9,none_first,6,14,1,0,reunit,task11,4.6,3.8,0.8,0.210526316,3
pwrxeawyqod2tm1lsjlhu9,none_first,7,15,1,0,reunit,task7,3,2.8,0.2,0.071428571,4
pwrxeawyqod2tm1lsjlhu9,none_first,8,16,1,0,reunit,task2,225,227.429,2.429,0.010680256,3
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,1,9,1,0,reunit,task6,300,215,85,0.395348837,3
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,2,10,1,0,reunit,task6,300,215,85,0.395348837,3
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,3,11,1,0,reunit,task9,5,3.2,1.8,0.5625,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,4,12,1,0,reunit,task9,5,3.2,1.8,0.5625,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,5,13,1,0,reunit,task7,4,2.8,1.2,0.428571429,5
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,6,14,1,0,reunit,task7,4,2.8,1.2,0.428571429,5
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,7,15,1,0,reunit,task1,80,60.121,19.879,0.330649856,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,8,16,1,0,reunit,task1,80,60.121,19.879,0.330649856,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,1,9,1,0,reunit,task2,300,227.429,72.571,0.319092992,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,2,10,1,0,reunit,task2,300,227.429,72.571,0.319092992,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,3,11,1,0,reunit,task12,3,3.3,0.3,0.090909091,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,4,12,1,0,reunit,task12,3,3.3,0.3,0.090909091,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,5,13,1,0,reunit,task11,4.1,3.8,0.3,0.078947368,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,6,14,1,0,reunit,task11,4.1,3.8,0.3,0.078947368,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,7,15,1,0,reunit,task5,600,580,20,0.034482759,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,8,16,1,0,reunit,task5,600,580,20,0.034482759,2
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,1,1,1,0,reunit,task5,273,580,307,0.529310345,3
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,2,2,1,0,reunit,task6,109,215,106,0.493023256,4
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,3,3,1,0,reunit,task1,80,60.121,19.879,0.330649856,3
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,4,4,1,0,reunit,task2,161,227.429,66.429,0.292086761,2
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,5,5,1,0,reunit,task9,3.9,3.2,0.7,0.21875,2
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,6,6,1,0,reunit,task7,3.2,2.8,0.4,0.142857143,2
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,7,7,1,0,reunit,task12,3.7,3.3,0.4,0.121212121,4
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,8,8,1,0,reunit,task11,4.2,3.8,0.4,0.105263158,3
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,1,9,1,0,reunit,task6,300,215,85,0.395348837,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,2,10,1,0,reunit,task1,30,60.121,30.121,0.501006304,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,3,11,1,0,reunit,task9,2,3.2,1.2,0.375,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,4,12,1,0,reunit,task2,150,227.429,77.429,0.340453504,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,5,13,1,0,reunit,task5,400,580,180,0.310344828,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,6,14,1,0,reunit,task7,2.1,2.8,0.7,0.25,3
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,7,15,1,0,reunit,task12,4,3.3,0.7,0.212121212,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,8,16,1,0,reunit,task11,3,3.8,0.8,0.210526316,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,1,9,1,0,reunit,task6,300,215,85,0.395348837,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,2,10,1,0,reunit,task7,5,2.8,2.2,0.785714286,3
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,3,11,1,0,reunit,task2,60,227.429,167.429,0.736181402,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,4,12,1,0,reunit,task5,999,580,419,0.722413793,7
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,5,13,1,0,reunit,task9,5.5,3.2,2.3,0.71875,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,6,14,1,0,reunit,task1,100,60.121,39.879,0.66331232,3
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,7,15,1,0,reunit,task12,4.5,3.3,1.2,0.363636364,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,8,16,1,0,reunit,task11,5,3.8,1.2,0.315789474,4
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,1,9,1,0,reunit,task9,6,3.2,2.8,0.875,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,2,10,1,0,reunit,task5,198,580,382,0.65862069,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,3,11,1,0,reunit,task11,6,3.8,2.2,0.578947368,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,4,12,1,0,reunit,task6,333,215,118,0.548837209,3
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,5,13,1,0,reunit,task1,74,60.121,13.879,0.230851117,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,6,14,1,0,reunit,task7,2.2,2.8,0.6,0.214285714,3
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,7,15,1,0,reunit,task2,254,227.429,26.571,0.116832066,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,8,16,1,0,reunit,task12,3.6,3.3,0.3,0.090909091,4
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,1,9,1,0,reunit,task6,50,215,165,0.76744186,3
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,2,10,1,0,reunit,task1,105,60.121,44.879,0.746477936,22
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,3,11,1,0,reunit,task11,1,3.8,2.8,0.736842105,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,4,12,1,0,reunit,task7,4,2.8,1.2,0.428571429,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,5,13,1,0,reunit,task12,2,3.3,1.3,0.393939394,13
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,6,14,1,0,reunit,task5,800,580,220,0.379310345,7
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,7,15,1,0,reunit,task2,250,227.429,22.571,0.09924416,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,8,16,1,0,reunit,task9,3,3.2,0.2,0.0625,2
